14-184,1/4/2014,,,CT,BRIDGEPORT,,CT,"(41.179195, -73.189476)"
14-9894,6/28/2014,NEW BRITAIN,,CT,NEW BRITAIN,HARTFORD,CT,"(41.667528, -72.783437)"
15-297,1/6/2015,THOMASTON,LITCHFIELD,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
13-2999,2/18/2013,,,CT,MERIDEN,NEW HAVEN,CT,"(41.537589, -72.8011)"
15-4259,3/8/2015,PLAINVILLE,HARTFORD,CT,MILFORD,NEW HAVEN,CT,"(41.224276, -73.057564)"
15-2670,2/11/2015,BROOKLYN,WINDHAM,CT,BROOKLYN,WINDHAM,CT,"(41.788252, -71.949628)"
14-9982,6/30/2014,,,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
14-2908,2/20/2014,NORWALK,,CT,NORWALK,,CT,"(41.11805, -73.412906)"
12-17399,12/11/2012,WETHERSFIELD,HARTFORD,CT,MIDDLETOWN,MIDDLESEX,CT,"(41.544654, -72.651713)"
12-17215,12/6/2012,NEW BRITAIN,HARTFORD,CT,NEW BRITAIN,HARTFORD,CT,"(41.667528, -72.783437)"
Dec-06,6/22/2012,NEW MILFORD,LITCHFIELD,CT,DANBURY,FAIRFIELD,CT,"(41.393666, -73.451539)"
14-5331,4/3/2014,ROCKVILLE,,CT,STAFFORD SPRINGS,TOLLAND,CT,"(41.953931, -72.302901)"
13-8306,6/1/2013,,,CT,MERIDEN,NEW HAVEN,CT,"(41.537589, -72.8011)"
14-9133,6/12/2014,WATERBURY,,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
15-9989,6/16/2015,NORWALK,,CT,NORWALK,FAIRFIELD,CT,"(41.11805, -73.412906)"
14-17814,11/27/2014,,,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
15-2520,2/9/2015,NEW HAVEN,NEW HAVEN,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
Dec-50,6/29/2012,DANBURY,FAIRFIELD,CT,DANBURY,FAIRFIELD,CT,"(41.393666, -73.451539)"
13-13466,9/15/2013,,,CT,BRISTOL,HARTFORD,CT,"(41.673037, -72.945791)"
14-18303,12/7/2014,NEW FAIRFIELD,,CT,COS COB,FAIRFIELD,CT,"(41.037899, -73.599776)"
14-3442,3/1/2014,MIDDLETOWN,,CT,NEWINGTON,,CT,"(41.698002, -72.723843)"
13-13806,9/22/2013,NEW BRITAIN,HARTFORD,CT,NEW BRITAIN,HARTFORD,CT,"(41.667528, -72.783437)"
12-10657,7/28/2012,PLAINVILLE,HARTFORD,CT,PLAINVILLE,HARTFORD,CT,"(41.674474, -72.85835)"
14-2788,2/18/2014,TRUMBULL,,CT,TRUMBULL,,CT,"(41.257379, -73.219533)"
14-16380,11/1/2014,MANCHESTER,,CT,MANCHESTER,HARTFORD,CT,"(41.770668, -72.520868)"
14-3876,3/8/2014,MANCHESTER,,CT,MANCHESTER,,CT,"(41.770668, -72.520868)"
13-14094,9/28/2013,HARTFORD,HARTFORD,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
14-4033,3/11/2014,NEW BRITAIN,,CT,NEW BRITAIN,,CT,"(41.667528, -72.783437)"
14-14887,10/5/2014,NEW BRITAIN,,CT,NEW BRITAIN,HARTFORD,CT,"(41.667528, -72.783437)"
14-17804,11/27/2014,FAIRFIELD,,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
13-233,1/4/2013,WINDSOR,HARTFORD,CT,WINDSOR,HARTFORD,CT,"(41.852781, -72.64379)"
12-13002,9/15/2012,WATERBURY,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
15-14241,9/3/2015,NORWICH,NEW LONDON,CT,NORWICH,NEW LONDON,CT,"(41.524304, -72.075821)"
13-10112,7/8/2013,NORWICH,NEW LONDON,CT,NORWICH,NEW LONDON,CT,"(41.524304, -72.075821)"
Dec-56,6/16/2012,TORRINGTON,LITCHFIELD,CT,TORRINGTON,LITCHFIELD,CT,"(41.812186, -73.101552)"
13-12436,8/25/2013,CHESHIRE,NEW HAVEN,CT,MERIDEN,NEW HAVEN,CT,"(41.537589, -72.8011)"
14-11829,8/5/2014,ENFIELD,,CT,ENFIELD,HARTFORD,CT,"(41.976501, -72.591985)"
13-3988,3/8/2013,WELLESLEY,NORFOLK,CT,STRATFORD,FAIRFIELD,CT,"(41.200888, -73.131323)"
14-5649,4/9/2014,EAST HARTFORD,,CT,BERLIN,HARTFORD,CT,"(41.626049, -72.749301)"
12-12906,9/13/2012,HARTFORD,HARTFORD,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
13-16794,11/17/2013,MIDDLETOWN,MIDDLESEX,CT,MIDDLETOWN,MIDDLESEX,CT,"(41.544654, -72.651713)"
13-6036,4/17/2013,NEWTOWN,FAIRFIELD,CT,DANBURY,FAIRFIELD,CT,"(41.393666, -73.451539)"
13-14794,10/11/2013,STAMFORD,FAIRFIELD,CT,STAMFORD,FAIRFIELD,CT,"(41.051924, -73.539475)"
12-16914,11/30/2012,BRIDGEPORT,FAIRFIELD,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
14-1426,1/26/2014,JASPER,,CT,SOUTHINGTON,,CT,"(41.600428, -72.878105)"
Dec-95,5/29/2012,WATERBURY,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
13-2757,2/14/2013,NAUGATUCK,NEW HAVEN,CT,NAUGATUCK,NEW HAVEN,CT,"(41.491113, -73.056564)"
12-16145,11/16/2012,WATERBURY,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
15-15101,9/21/2015,GROTON,NEW LONDON,CT,NORWICH,NEW LONDON,CT,"(41.524304, -72.075821)"
15-2993,2/17/2015,EAST HARTFORD,HARTFORD,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
15-12676,8/4/2015,COLCHESTER,NEW LONDON,CT,COLCHESTER,NEW LONDON,CT,"(41.57348, -72.332129)"
13-18132,12/12/2013,LEDYARD,NEW LONDON,CT,LEDYARD,NEW LONDON,CT,"(41.445618, -72.018188)"
Dec-48,7/9/2012,WATERFORD,NEW LONDON,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
14-17971,12/1/2014,VERNON,,CT,VERNON,TOLLAND,CT,"(41.818792, -72.479029)"
15-11952,7/21/2015,SHELTON,FAIRFIELD,CT,DERBY,NEW HAVEN,CT,"(41.322959, -73.089594)"
15-4895,3/18/2015,BRISTOL,HARTFORD,CT,BRISTOL,HARTFORD,CT,"(41.673037, -72.945791)"
15-3688,2/26/2015,NEW MILFORD,LITCHFIELD,CT,NEW MILFORD,LITCHFIELD,CT,"(41.576633, -73.408713)"
15-12567,8/2/2015,MANCHESTER,HARTFORD,CT,MANCHESTER,HARTFORD,CT,"(41.770668, -72.520868)"
13-15401,10/23/2013,BRIDGEPORT,FAIRFIELD,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
13-12226,8/20/2013,MILFORD,NEW HAVEN,CT,MILFORD,NEW HAVEN,CT,"(41.224276, -73.057564)"
12-1326,1/23/2012,COVENTRY,TOLLAND,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
15-10642,6/28/2015,CROMWELL,MIDDLESEX,CT,MIDDLETOWN,MIDDLESEX,CT,"(41.544654, -72.651713)"
15-5054,3/20/2015,NEW CANAAN,FAIRFIELD,CT,NEW CANAAN,FAIRFIELD,CT,"(41.148498, -73.493705)"
15-7685,5/5/2015,,,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
15-12178,7/26/2015,NORWALK,FAIRFIELD,CT,NORWALK,FAIRFIELD,CT,"(41.11805, -73.412906)"
15-2398,2/7/2015,STRATFORD,FAIRFIELD,CT,NORWICH,NEW LONDON,CT,"(41.524304, -72.075821)"
13-258,1/5/2013,,,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
13-18454,12/17/2013,PROSPECT,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
Dec-18,2/6/2012,STRATFORD,FAIRFIELD,CT,WEST HAVEN,NEW HAVEN,CT,"(41.272336, -72.949817)"
13-15481,10/24/2013,UNIONVILLE,HARTFORD,CT,UNIONVILLE,HARTFORD,CT,"(41.757801, -72.886703)"
15-14391,9/8/2015,EAST HAVEN,NEW HAVEN,CT,EAST HAVEN,NEW HAVEN,CT,"(41.277971, -72.871954)"
15-11020,7/5/2015,BROOKFIELD,FAIRFIELD,CT,BROOKFIELD,FAIRFIELD,CT,"(41.482447, -73.409561)"
12-10309,7/20/2012,HARTFORD,HARTFORD,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
13-16513,11/12/2013,NO HAVEN,NEW HAVEN,CT,NO HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
13-1582,1/24/2013,EAST HAVEN,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
14-16253,10/29/2014,MYSTIC,,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
15-12163,7/25/2015,HARTFORD,HARTFORD,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
15-13600,8/22/2015,BRIDGEPORT,FAIRFIELD,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
15-15009,9/18/2015,NEW HAVEN,NEW HAVEN,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
13-8957,6/14/2013,NEW BRITAIN,HARTFORD,CT,NEW BRITAIN,HARTFORD,CT,"(41.667528, -72.783437)"
13-2857,2/16/2013,WATERTOWN,LITCHFIELD,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
14-14388,9/25/2014,PRESTON,,CT,PRESTON,NEW LONDON,CT,"(41.530948, -71.97251)"
15-3576,2/25/2015,DANIELSON,WINDHAM,CT,DANIELSON,WINDHAM,CT,"(41.803361, -71.885766)"
14-6917,5/1/2014,WEST HAVEN,,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
13-5709,4/10/2013,EAST HARTFORD,HARTFORD,CT,EAST HARTFORD,HARTFORD,CT,"(41.769319, -72.643785)"
15-11397,7/12/2015,DANBURY,FAIRFIELD,CT,DANBURY,FAIRFIELD,CT,"(41.393666, -73.451539)"
Dec-16,6/20/2012,SOUTHINGTON,HARTFORD,CT,SOUTHINGTON,HARTFORD,CT,"(41.600428, -72.878105)"
12-13174,9/19/2012,EAST HARTFORD,HARTFORD,CT,EAST HARTFORD,HARTFORD,CT,"(41.769319, -72.643785)"
13-15424,10/23/2013,BRIDGEPORT,FAIRFIELD,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
12-14820,10/22/2012,ANSONIA,NEW HAVEN,CT,MILFORD,NEW HAVEN,CT,"(41.224276, -73.057564)"
14-672,1/13/2014,TORRINGTON,,CT,TORRINGTON,,CT,"(41.812186, -73.101552)"
15-3339,2/21/2015,WALLINGFORD,NEW HAVEN,CT,MERIDEN,NEW HAVEN,CT,"(41.537589, -72.8011)"
13-8912,6/12/2013,BALTIC,NEW LONDON,CT,NORWICH,NEW LONDON,CT,"(41.524304, -72.075821)"
12-12273,8/30/2012,MILFORD,NEW HAVEN,CT,MILFORD,NEW HAVEN,CT,"(41.224276, -73.057564)"
13-4751,3/23/2013,,,CT,ENFIELD,HARTFORD,CT,"(41.976501, -72.591985)"
14-8232,5/26/2014,,,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
13-16694,11/15/2013,WATERBURY,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
13-13753,9/21/2013,WATERBURY,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
15-5021,3/20/2015,OXFORD,NEW HAVEN,CT,OXFORD,NEW HAVEN,CT,"(41.434813, -73.117134)"
14-18711,12/14/2014,NEWINGTON,,CT,WETHERSFIELD,HARTFORD,CT,"(41.712487, -72.663607)"
15-12323,7/28/2015,TOLLAND,TOLLAND,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
15-7541,5/3/2015,BRISTOL,HARTFORD,CT,BRISTOL,HARTFORD,CT,"(41.673037, -72.945791)"
14-5110,3/31/2014,FRANKLIN,,CT,NORWICH,,CT,"(41.524304, -72.075821)"
14-19322,12/24/2014,WEST HAVEN,,CT,WEST HAVEN,NEW HAVEN,CT,"(41.272336, -72.949817)"
12-16579,11/25/2012,TRUMBULL,FAIRFIELD,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
12-17061,12/4/2012,MANCHESTER,HARTFORD,CT,MANCHESTER,HARTFORD,CT,"(41.770668, -72.520868)"
15-5499,3/27/2015,MERIDEN,NEW HAVEN,CT,MERIDEN,NEW HAVEN,CT,"(41.537589, -72.8011)"
15-5956,4/4/2015,MANCHESTER,HARTFORD,CT,MANCHESTER,HARTFORD,CT,"(41.770668, -72.520868)"
15-10812,7/1/2015,PUTNAM,WINDHAM,CT,PUTNAM,WINDHAM,CT,"(41.914993, -71.911904)"
14-13331,9/3/2014,FAIRFIELD,,CT,FAIRFIELD,FAIRFIELD,CT,"(41.143322, -73.249812)"
15-10646,6/28/2015,MERIDEN,NEW HAVEN,CT,MERIDEN,NEW HAVEN,CT,"(41.537589, -72.8011)"
15-14240,9/3/2015,EAST HAVEN,NEW HAVEN,CT,EAST HAVEN,NEW HAVEN,CT,"(41.277971, -72.871954)"
13-13491,9/16/2013,NEW HAVEN,NEW HAVEN,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
15-1092,1/19/2015,CLINTON,MIDDLESEX,CT,CLINTON,MIDDLESEX,CT,"(41.278677, -72.528067)"
13-12183,8/19/2013,HARTFORD,HARTFORD,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
14-14300,9/23/2014,STAFFORD,,CT,WEST STAFFORD,TOLLAND,CT,"(41.9706, -72.355598)"
13-8628,6/7/2013,STAMFORD,FAIRFIELD,CT,STAMFORD,FAIRFIELD,CT,"(41.051924, -73.539475)"
13-16090,11/5/2013,NAUGATUCK,NEW HAVEN,CT,NAUGATUCK,NEW HAVEN,CT,"(41.491113, -73.056564)"
13-6019,4/16/2013,MIDDLEBURY,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
13-2435,2/9/2013,MIDDLETOWN,MIDDLESEX,CT,SOUTHINGTON,HARTFORD,CT,"(41.600428, -72.878105)"
13-177,1/3/2013,NEW HAVEN,NEW HAVEN,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
13-4455,3/18/2013,NEW LONDON,NEW LONDON,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
13-3633,3/2/2013,NEW HAVEN,NEW HAVEN,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
15-30,1/1/2015,SOUTH WINDSOR,HARTFORD,CT,MANCHESTER,HARTFORD,CT,"(41.770668, -72.520868)"
Dec-33,5/6/2012,STAMFORD,FAIRFIELD,CT,STAMFORD,FAIRFIELD,CT,"(41.051924, -73.539475)"
14-2976,2/21/2014,TARIFFVILLE,,CT,HARTFORD,,CT,"(41.765775, -72.673356)"
12-14731,10/21/2012,PORTCHESTER,WESTCHESTER,CT,GREENWICH,FAIRFIELD,CT,"(41.026526, -73.628549)"
14-3003,2/21/2014,ENFIELD,,CT,STAFFORD SPRINGS,,CT,"(41.953931, -72.302901)"
15-11419,7/13/2015,BRISTOL,,CT,BRISTOL,HARTFORD,CT,"(41.673037, -72.945791)"
14-17867,11/28/2014,NEW HAVEN,,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
13-9921,7/4/2013,NEW BRITAIN,HARTFORD,CT,NEW BRITAIN,HARTFORD,CT,"(41.667528, -72.783437)"
13-8348,6/2/2013,MONROE,FAIRFIELD,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
13-15632,10/27/2013,OAKDALE,NEW LONDON,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
15-11243,7/9/2015,BRIDGEPORT,FAIRFIELD,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
14-13746,9/12/2014,FAIRFIELD,,CT,FAIRFIELD,FAIRFIELD,CT,"(41.143322, -73.249812)"
14-18666,12/13/2014,GALES FERRY,,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
14-14241,9/22/2014,HAMDEN,,CT,HAMDEN,NEW HAVEN,CT,"(41.382918, -72.907743)"
15-8997,5/28/2015,MILFORD,NEW HAVEN,CT,MILFORD,NEW HAVEN,CT,"(41.224276, -73.057564)"
12-11723,8/20/2012,MIDDLETOWN,MIDDLESEX,CT,MIDDLETOWN,MIDDLESEX,CT,"(41.544654, -72.651713)"
15-9249,6/2/2015,TRUMBULL,FAIRFIELD,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
15-13597,8/22/2015,THOMPSON,WINDHAM,CT,THOMPSON,WINDHAM,CT,"(41.958546, -71.86272)"
14-4396,3/17/2014,RIDGEFIELD,,CT,RIDGEFIELD,,CT,"(41.281456, -73.49843)"
13-6190,4/20/2013,NORWICH,NEW LONDON,CT,NORWICH,NEW LONDON,CT,"(41.524304, -72.075821)"
15-10645,6/28/2015,MERIDEN,NEW HAVEN,CT,MERIDEN,NEW HAVEN,CT,"(41.537589, -72.8011)"
13-14668,10/9/2013,IVORYTON,MIDDLESEX,CT,ESSEX,MIDDLESEX,CT,"(41.353832, -72.396436)"
13-7920,5/23/2013,DANBURY,FAIRFIELD,CT,DANBURY,FAIRFIELD,CT,"(41.393666, -73.451539)"
Dec-79,4/9/2012,BRISTOL,HARTFORD,CT,BRISTOL,HARTFORD,CT,"(41.673037, -72.945791)"
13-6920,5/3/2013,HARTFORD,HARTFORD,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
14-1170,1/21/2014,PLAINVILLE,,CT,PLAINVILLE,,CT,"(41.674474, -72.85835)"
15-13989,8/30/2015,,,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
15-7518,5/2/2015,HARTFORD,HARTFORD,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
15-12656,8/3/2015,NEW HAVEN,NEW HAVEN,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
15-6342,4/11/2015,NEWTOWN,FAIRFIELD,CT,NEWTOWN,FAIRFIELD,CT,"(41.413516, -73.308842)"
14-18997,12/19/2014,WALLINGFORD,,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
12-16897,11/30/2012,,,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
14-932,1/17/2014,TORRINGTON,,CT,TORRINGTON,,CT,"(41.812186, -73.101552)"
14-5802,4/12/2014,ENFIELD,,CT,ENFIELD,HARTFORD,CT,"(41.976501, -72.591985)"
13-2741,2/13/2013,FLUSHING,QUEENS,CT,GREENWICH,FAIRFIELD,CT,"(41.026526, -73.628549)"
13-16739,11/16/2013,WATERBURY,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
13-8954,6/14/2013,HARTFORD,,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
15-5964,4/4/2015,EAST HARTFORD,HARTFORD,CT,EAST HARTFORD,,CT,"(41.769319, -72.643785)"
14-1508,1/27/2014,ROCKY HILL,,CT,ROCKY HILL,,CT,"(41.667775, -72.636739)"
14-604,1/11/2014,NEW MILFORD,,CT,DANBURY,,CT,"(41.393666, -73.451539)"
14-1835,2/2/2014,AVON,,CT,AVON,,CT,"(41.809641, -72.830547)"
14-3978,3/10/2014,COVENTRY,,CT,COVENTRY,,CT,"(41.774042, -72.309999)"
14-3871,3/8/2014,EASTFORD,,CT,PUTNAM,,CT,"(41.914993, -71.911904)"
14-19058,12/20/2014,NEW HAVEN,,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
15-10607,6/28/2015,SAUGUS,ESSEX,MA,MASHANTUCKET,NEW LONDON,CT,"(41.471499, -71.956392)"
15-2523,2/9/2015,STRATFORD,,CT,NAUGATUCK,NEW HAVEN,CT,"(41.491113, -73.056564)"
13-2893,2/17/2013,WATERBURY,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
13-10056,7/7/2013,NEW HAVEN,NEW HAVEN,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
15-959,1/16/2015,BRISTOL,HARTFORD,CT,BRISTOL,HARTFORD,CT,"(41.673037, -72.945791)"
14-13786,9/13/2014,HARTFORD,,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
13-3710,3/4/2013,WATERFORD,NEW LONDON,CT,WATERFORD,NEW LONDON,CT,"(41.342158, -72.125831)"
14-3456,3/1/2014,,,CT,GLASTONBURY,,CT,"(41.707618, -72.608041)"
15-3097,2/17/2015,NEW HAVEN,NEW HAVEN,CT,NEW HAVEN,NEW HAVEN,CT,"(41.308252, -72.924161)"
Dec-46,7/3/2012,CLINTON,MIDDLESEX,CT,CLINTON,MIDDLESEX,CT,"(41.278677, -72.528067)"
15-12794,8/6/2015,BRISTOL,HARTFORD,CT,BRISTOL,HARTFORD,CT,"(41.673037, -72.945791)"
12-1466,1/27/2012,MANCHESTER,HARTFORD,CT,MANCHESTER,HARTFORD,CT,"(41.770668, -72.520868)"
13-11631,8/7/2013,MIDDLETOWN,MIDDLESEX,CT,MIDDLETOWN,MIDDLESEX,CT,"(41.544654, -72.651713)"
12-16195,11/17/2012,ROCKY HILL,HARTFORD,CT,ROCKY HILL,HARTFORD,CT,"(41.667775, -72.636739)"
14-1792,2/1/2014,OAKDALE,,CT,NORWICH,,CT,"(41.524304, -72.075821)"
15-1755,1/28/2015,ANDOVER,TOLLAND,CT,ANDOVER,TOLLAND,CT,"(41.728789, -72.370309)"
15-11493,7/13/2015,NORWALK,FAIRFIELD,CT,NORWALK,FAIRFIELD,CT,"(41.11805, -73.412906)"
15-1638,1/26/2015,JEWETT CITY,NEW LONDON,CT,PLAINFIELD,,CT,"(41.67731, -71.918131)"
14-17176,11/16/2014,,,CT,DANBURY,FAIRFIELD,CT,"(41.393666, -73.451539)"
12-1035,1/18/2012,NORWALK,FAIRFIELD,CT,NORWALK,FAIRFIELD,CT,"(41.11805, -73.412906)"
Dec-64,5/18/2012,GROTON,NEW LONDON,CT,GROTON,NEW LONDON,CT,"(41.343693, -72.07877)"
15-10675,6/29/2015,WATERTOWN,LITCHFIELD,CT,WATERTOWN,LITCHFIELD,CT,"(41.606284, -73.11839)"
15-9832,6/13/2015,NORWALK,FAIRFIELD,CT,NORWALK,FAIRFIELD,CT,"(41.11805, -73.412906)"
13-17290,11/26/2013,VERNON,TOLLAND,CT,VERNON,TOLLAND,CT,"(41.818792, -72.479029)"
14-17028,11/12/2014,ENFIELD,,CT,ENFIELD,HARTFORD,CT,"(41.976501, -72.591985)"
Dec-88,6/30/2012,SHELTON,FAIRFIELD,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
13-2422,2/8/2013,NEWTOWN,FAIRFIELD,CT,STAMFORD,FAIRFIELD,CT,"(41.051924, -73.539475)"
14-15828,10/22/2014,NORWICH,,CT,VOLUNTOWN,NEW LONDON,CT,"(41.573883, -71.862923)"
14-13942,9/16/2014,GROTON,,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
13-10016,7/6/2013,EAST HAMPTON,MIDDLESEX,CT,EAST HAMPTON,MIDDLESEX,CT,"(41.575581, -72.502526)"
14-13028,8/28/2014,STAMFORD,,CT,STAMFORD,FAIRFIELD,CT,"(41.051924, -73.539475)"
15-11578,7/14/2015,WATERBURY,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
15-14339,9/6/2015,WINDSOR LOCKS,HARTFORD,CT,WINDSOR LOCKS,HARTFORD,CT,"(41.924953, -72.627177)"
12-16368,11/20/2012,NEW BRITAIN,HARTFORD,CT,NEW BRITAIN,HARTFORD,CT,"(41.667528, -72.783437)"
13-16748,11/17/2013,MADISON,,CT,HAMDEN,NEW HAVEN,CT,"(41.382918, -72.907743)"
15-15549,9/28/2015,HAMDEN,NEW HAVEN,CT,HAMDEN,NEW HAVEN,CT,"(41.382918, -72.907743)"
12-17052,12/3/2012,EAST WINDSOR,HARTFORD,CT,EAST WINDSOR,HARTFORD,CT,"(41.899986, -72.58032)"
13-15953,11/2/2013,DAYVILLE,WINDHAM,CT,PUTNAM,WINDHAM,CT,"(41.914993, -71.911904)"
14-11982,8/8/2014,EAST HARTFORD,,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
13-2056,2/2/2013,MILFORD,NEW HAVEN,CT,MILFORD,NEW HAVEN,CT,"(41.224276, -73.057564)"
15-12169,7/26/2015,SEYMOUR,NEW HAVEN,CT,SEYMOUR,NEW HAVEN,CT,"(41.395594, -73.073581)"
14-8933,6/9/2014,OLD LYME,,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
15-9580,6/9/2015,BRIDGEPORT,FAIRFIELD,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
15-13828,8/26/2015,TRUMBULL,FAIRFIELD,CT,TRUMBULL,FAIRFIELD,CT,"(41.257379, -73.219533)"
15-11774,7/18/2015,WEST HAVEN,NEW HAVEN,CT,WEST HAVEN,NEW HAVEN,CT,"(41.272336, -72.949817)"
13-14070,9/27/2013,DANBURY,FAIRFIELD,CT,BETHEL,FAIRFIELD,CT,"(41.371727, -73.407448)"
14-9979,6/30/2014,PAWCATUCK,,CT,PAWCATUCK,NEW LONDON,CT,"(41.37642, -71.841613)"
13-18292,12/15/2013,WILLIMANTIC,WINDHAM,CT,WILLIMANTIC,WINDHAM,CT,"(41.711724, -72.211975)"
15-5540,3/28/2015,DANBURY,FAIRFIELD,CT,DANBURY,FAIRFIELD,CT,"(41.393666, -73.451539)"
13-5203,4/1/2013,NEW YORK,NEW YORK,CT,NEW BRITAIN,HARTFORD,CT,"(41.667528, -72.783437)"
14-11652,8/1/2014,MILFORD,,CT,MILFORD,NEW HAVEN,CT,"(41.224276, -73.057564)"
13-11457,8/4/2013,NEW LONDON,NEW LONDON,CT,NEW LONDON,NEW LONDON,CT,"(41.355167, -72.099561)"
14-5222,4/1/2014,HARTFORD,,CT,HARTFORD,HARTFORD,CT,"(41.765775, -72.673356)"
Dec-90,6/26/2012,MILFORD,NEW HAVEN,CT,MILFORD,NEW HAVEN,CT,"(41.224276, -73.057564)"
15-12024,7/23/2015,WATERBURY,NEW HAVEN,CT,WATERBURY,NEW HAVEN,CT,"(41.554261, -73.043069)"
12-16559,11/24/2012,WOODBRIDGE,NEW HAVEN,CT,WOODBRIDGE,NEW HAVEN,CT,"(41.352933, -73.014356)"
15-10415,6/23/2015,WEST HAVEN,NEW HAVEN,CT,WEST HAVEN,NEW HAVEN,CT,"(41.272336, -72.949817)"
14-11906,8/7/2014,BRIDGEPORT,,CT,BRIDGEPORT,FAIRFIELD,CT,"(41.179195, -73.189476)"
14-9876,6/28/2014,,,CT,"CT
(41.544654",,CT,
13-11032,7/26/2013,UNCASVILLE,NEW LONDON,CT,UNCASVILLE,NEW LONDON,CT,"(41.434399, -72.110298)"
